brand,form_factor,screen_in,ram_gb,weight_kg,ssd_gb,hdd_gb,storage_total_gb,has_ssd,res_w,res_h,ppi,is_touch,is_ips,is_retina,cpu_brand,cpu_tier,cpu_ghz,gpu_brand,os_group,price_inr,price_usd
HP,2 in 1 Convertible,13.3,8.0,1.29,512.0,0.0,512.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i7,1.8,Intel,Windows,106506.72,1283.21
HP,Notebook,15.6,8.0,1.9,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Windows,61485.119999999995,740.78
Google,Ultrabook,12.3,8.0,1.1,128.0,0.0,128.0,1,2400,1600,234.50740003017813,1,0,0,Intel,Core i5,1.2,Intel,Linux/Other,67932.0,818.46
Dell,Ultrabook,13.3,8.0,1.42,256.0,0.0,256.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i5,1.6,Intel,Windows,98133.768,1182.33
Asus,Notebook,15.6,12.0,2.06,128.0,1000.0,1128.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.6,Intel,Windows,69210.72,833.86
Dell,Notebook,14.0,8.0,1.79,128.0,0.0,128.0,1,1366,768,111.93520355955211,0,0,0,Intel,Core i3,2.3,Intel,Windows,39427.2,475.03
Dell,Workstation,15.6,8.0,1.78,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,128298.24,1545.76
Lenovo,Notebook,14.0,8.0,1.7,180.0,0.0,180.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,72673.92,875.59
Dell,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,35964.0,433.3
Toshiba,Notebook,13.3,8.0,1.05,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,2.5,Intel,Windows,89084.16,1073.3
Dell,Notebook,15.6,8.0,2.16,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,Nvidia,Windows,67239.36,810.11
Dell,Notebook,15.6,4.0,2.18,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.4,Intel,Windows,31254.048,376.55
HP,Notebook,13.3,4.0,1.49,128.0,0.0,128.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i5,1.6,Intel,Windows,38681.28,466.04
Chuwi,Notebook,15.6,4.0,1.89,0.0,0.0,64.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Atom,1.44,Intel,Windows,13261.392000000002,159.78
Lenovo,Notebook,15.6,4.0,2.3,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,30103.199999999997,362.69
Lenovo,Notebook,14.0,8.0,1.75,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,1.6,Intel,Windows,55890.72,673.38
Dell,Workstation,15.6,16.0,2.17,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,124568.64,1500.83
Dell,Notebook,15.6,16.0,2.06,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,101178.72,1219.02
Lenovo,Ultrabook,12.5,16.0,1.36,512.0,0.0,512.0,1,1920,1080,176.23257360658386,0,1,0,Intel,Core i7,2.7,Intel,Windows,95797.44,1154.19
Asus,Ultrabook,12.5,16.0,0.91,512.0,0.0,512.0,1,1920,1080,176.23257360658386,0,0,0,Intel,Core i7,2.7,Intel,Windows,103896.0,1251.76
Lenovo,Notebook,15.6,8.0,2.3,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,53918.82719999999,649.62
Toshiba,Ultrabook,13.3,32.0,1.05,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,0,0,Intel,Core i7,2.7,Intel,Windows,149130.72,1796.76
Asus,Gaming,15.6,8.0,1.99,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,71928.0,866.6
Acer,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,2.5,AMD,Windows,30849.12,371.68
Asus,Gaming,17.3,24.0,4.33,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,1,1,0,Intel,Core i7,2.6,Nvidia,Windows,67612.31999999999,814.61
Lenovo,Ultrabook,12.5,8.0,1.3,180.0,0.0,180.0,1,1366,768,125.36742798669837,0,1,0,Intel,Core i5,2.3,Intel,Windows,58554.72,705.48
Lenovo,Notebook,15.6,8.0,2.17,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,Intel,Windows,47893.39199999999,577.03
HP,Notebook,14.0,8.0,1.48,1000.0,0.0,1000.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i7,2.8,Intel,Windows,93186.72,1122.73
Lenovo,Notebook,13.3,8.0,1.4,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i3,2.4,Intel,Windows,50562.72,609.19
Lenovo,Notebook,15.6,8.0,2.3,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Intel,Windows,48538.08,584.8
Asus,Netbook,11.6,4.0,1.2,0.0,0.0,64.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.1,Intel,Windows,18115.2,218.26
HP,Notebook,15.6,8.0,1.91,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,AMD,Windows,32979.7872,397.35
Lenovo,2 in 1 Convertible,13.9,8.0,1.4,256.0,0.0,256.0,1,1920,1080,158.48253022174808,1,1,0,Intel,Core i5,1.6,Intel,Windows,85194.72,1026.44
Lenovo,Notebook,14.0,4.0,2.1,0.0,500.0,500.0,0,1366,768,111.93520355955211,0,0,0,Intel,Celeron,1.1,Intel,Windows,15930.72,191.94
Lenovo,Netbook,11.6,4.0,1.25,16.0,0.0,16.0,1,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,14119.2,170.11
Lenovo,Notebook,13.3,8.0,1.44,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i5,2.5,Intel,Windows,50562.72,609.19
Asus,Notebook,15.6,8.0,2.0,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Intel,Windows,65214.72,785.72
Acer,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,1.6,Nvidia,Windows,32660.64,393.5
HP,Ultrabook,13.3,8.0,1.34,512.0,0.0,512.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i7,2.7,Intel,Windows,70489.44,849.27
Lenovo,Gaming,15.6,8.0,2.4,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,No OS,61218.72,737.57
Dell,Ultrabook,13.3,8.0,1.29,128.0,0.0,128.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i5,2.5,Intel,Windows,47898.72,577.09
Acer,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,34045.92,410.19
Dell,Notebook,15.6,8.0,2.18,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,44542.08,536.65
Dell,Notebook,15.6,16.0,2.2,256.0,2000.0,2256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,1.8,AMD,Windows,64961.10719999999,782.66
Xiaomi,Notebook,15.6,16.0,1.95,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,1.8,Nvidia,No OS,74589.336,898.67
Asus,Netbook,11.6,2.0,1.1,0.0,0.0,32.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.1,Intel,Windows,13053.6,157.27
HP,Notebook,15.6,4.0,2.04,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i5,1.6,Intel,Windows,27783.9216,334.75
Asus,Gaming,15.6,24.0,2.24,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,158135.04,1905.24
HP,Notebook,15.6,8.0,2.04,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,47365.92,570.67
Asus,Gaming,17.3,16.0,3.0,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,80133.12,965.46
Lenovo,Gaming,15.6,8.0,3.2,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,74538.72,898.06
HP,Ultrabook,13.3,8.0,1.32,256.0,0.0,256.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Core i7,2.7,Intel,Windows,74538.72,898.06
Dell,Notebook,14.0,8.0,1.64,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.6,Intel,Windows,68184.0144,821.49
HP,Notebook,15.6,4.0,1.63,128.0,0.0,128.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Windows,36709.92,442.29
Dell,Notebook,17.3,8.0,2.8,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,1.6,AMD,Linux/Other,47365.92,570.67
Lenovo,Notebook,14.0,8.0,2.02,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.3,Intel,Windows,71395.2,860.18
Lenovo,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,42570.72,512.9
Lenovo,Notebook,15.6,8.0,2.2,0.0,2000.0,2000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Nvidia,No OS,24455.52,294.64
Dell,Notebook,15.6,4.0,2.3,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Windows,31168.8,375.53
Dell,Notebook,15.6,8.0,1.9,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.8,Intel,Windows,73366.56,883.93
Dell,Gaming,17.3,16.0,4.42,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,160520.3856,1933.98
Toshiba,Notebook,15.6,8.0,2.0,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Intel,Windows,45820.8,552.06
Asus,Notebook,15.6,8.0,2.0,256.0,1000.0,1256.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,69210.72,833.86
Mediacom,Notebook,13.3,4.0,1.2,32.0,0.0,32.0,1,1920,1080,165.6321180513006,0,1,0,Intel,Celeron,1.1,Intel,Windows,19660.32,236.87
Asus,Gaming,15.6,8.0,2.3,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,87858.72,1058.54
Dell,Notebook,15.6,8.0,1.93,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,72940.31999999999,878.8
Dell,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,42486.004799999995,511.88
HP,Notebook,15.6,4.0,1.86,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Pentium,1.6,Intel,Windows,21258.1872,256.12
HP,Gaming,17.3,12.0,2.62,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,95850.72,1154.83
Lenovo,Notebook,14.0,8.0,1.87,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,45767.52,551.42
Dell,Ultrabook,13.3,8.0,1.2,256.0,0.0,256.0,1,3200,1800,276.053530085501,1,0,0,Intel,Core i7,1.8,Intel,Windows,74538.72,898.06
Dell,Notebook,14.0,4.0,1.6,128.0,0.0,128.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i3,2.0,Intel,Windows,39207.1536,472.38
HP,Ultrabook,13.3,8.0,1.34,256.0,0.0,256.0,1,3200,1800,276.053530085501,0,1,0,Intel,Core i7,2.7,Intel,Windows,61005.6,735.01
Acer,Gaming,15.6,8.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Linux/Other,42517.439999999995,512.26
Asus,Notebook,15.6,4.0,2.0,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,AMD,Other,1.8,AMD,Windows,18594.72,224.03
HP,Notebook,15.6,4.0,2.1,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.4,Intel,Windows,37589.04,452.88
Lenovo,Notebook,14.0,4.0,1.87,0.0,500.0,500.0,0,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.5,Intel,Windows,41824.8,503.91
Lenovo,Notebook,15.6,4.0,2.15,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.3,Intel,No OS,24634.008,296.8
HP,Notebook,15.6,4.0,1.86,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,21152.16,254.85
Lenovo,Notebook,15.6,8.0,1.99,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.7,Intel,Windows,92121.12,1109.89
Lenovo,Notebook,15.6,4.0,2.2,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.0,Intel,Windows,26586.72,320.32
Dell,Notebook,15.6,8.0,1.9,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,59513.227199999994,717.03
Dell,Gaming,17.3,16.0,4.42,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,143802.72,1732.56
HP,Notebook,17.3,8.0,2.65,0.0,1000.0,1000.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i3,2.0,Intel,Windows,28992.312,349.3
HP,Notebook,17.3,8.0,2.63,0.0,1000.0,1000.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,68198.4,821.67
Asus,Notebook,15.6,4.0,2.0,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Celeron,1.1,Intel,Linux/Other,11934.72,143.79
Mediacom,Notebook,13.3,4.0,1.35,0.0,0.0,32.0,0,1920,1080,165.6321180513006,0,1,0,Intel,Atom,1.44,Intel,Windows,13586.4,163.69
Lenovo,Notebook,17.3,6.0,2.8,128.0,1000.0,1128.0,1,1600,900,106.11306214269258,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,50562.72,609.19
HP,Notebook,15.6,6.0,1.91,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,1,0,AMD,Other,2.5,AMD,Windows,30310.992,365.19
Dell,Notebook,15.6,4.0,2.18,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,AMD,Windows,32921.712,396.65
Acer,2 in 1 Convertible,11.6,4.0,1.25,0.0,0.0,32.0,0,1920,1080,189.90579052433606,1,1,0,Intel,Celeron,2.0,Intel,Windows,18594.72,224.03
Lenovo,Notebook,15.6,4.0,2.05,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i3,2.7,Intel,Windows,33566.4,404.41
HP,Ultrabook,13.3,16.0,1.16,512.0,0.0,512.0,1,3200,1800,276.053530085501,1,1,0,Intel,Other,1.2,Intel,Windows,104695.2,1261.39
Lenovo,Notebook,17.3,8.0,3.4,256.0,0.0,256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,159786.72,1925.14
Asus,Notebook,15.6,8.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Nvidia,Windows,44701.92,538.58
Dell,Ultrabook,13.3,8.0,1.21,128.0,0.0,128.0,1,3840,2160,331.2642361026012,1,1,0,Intel,Core i5,1.6,Intel,Windows,85194.72,1026.44
Dell,Notebook,15.6,4.0,1.93,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.6,Intel,Windows,51095.52,615.61
Fujitsu,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,39373.92,474.38
Lenovo,Notebook,15.6,4.0,2.2,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Pentium,1.1,Intel,Windows,18328.32,220.82
Lenovo,Notebook,14.0,4.0,2.02,0.0,500.0,500.0,0,1366,768,111.93520355955211,0,0,0,Intel,Core i5,2.5,Intel,Windows,52747.2,635.51
HP,Workstation,17.3,8.0,3.14,0.0,500.0,500.0,0,1600,900,106.11306214269258,0,0,0,Intel,Core i5,2.8,Nvidia,Windows,99153.5472,1194.62
HP,Notebook,14.0,8.0,1.94,0.0,2000.0,2000.0,0,1366,768,111.93520355955211,0,0,0,Intel,Pentium,1.6,Intel,Windows,20725.92,249.71
HP,Notebook,15.6,6.0,1.95,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,AMD,Other,3.0,AMD,Windows,34578.72,416.61
Lenovo,Notebook,15.6,8.0,2.3,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,44222.4,532.8
Lenovo,Notebook,15.6,4.0,2.05,0.0,500.0,500.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,Intel,Windows,36496.8,439.72
Mediacom,Notebook,14.0,4.0,1.4,32.0,0.0,32.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Atom,1.44,Intel,Windows,13266.72,159.84
Toshiba,Ultrabook,14.0,16.0,1.24,512.0,0.0,512.0,1,1920,1080,157.3505121487356,1,0,0,Intel,Core i7,2.7,Intel,Windows,99367.2,1197.2
Lenovo,Gaming,17.3,32.0,4.6,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.7,Nvidia,Windows,141884.63999999998,1709.45
MSI,Gaming,17.3,16.0,4.14,512.0,1000.0,1512.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.9,Nvidia,Windows,145401.12,1751.82
Dell,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,AMD,Linux/Other,39907.252799999995,480.81
Mediacom,Notebook,14.0,4.0,1.45,32.0,0.0,32.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Celeron,1.1,Intel,Windows,20725.92,249.71
Dell,Notebook,15.6,8.0,1.9,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.6,Intel,Windows,53733.94559999999,647.4
HP,Notebook,13.3,4.0,1.49,128.0,0.0,128.0,1,1920,1080,165.6321180513006,0,0,0,Intel,Core i3,2.4,Intel,Windows,38308.32,461.55
Dell,Notebook,15.6,16.0,1.93,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,81912.13919999999,986.89
Dell,Netbook,11.6,4.0,1.26,0.0,0.0,16.0,0,1366,768,135.0942111925629,0,0,0,Intel,Celeron,1.6,Intel,Linux/Other,15717.6,189.37
MSI,Gaming,17.3,16.0,4.5,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,125154.72,1507.89
HP,Gaming,17.3,16.0,3.78,256.0,1000.0,1256.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i7,2.8,Nvidia,Windows,79813.44,961.61
Lenovo,Ultrabook,14.0,12.0,1.4,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i7,2.6,Intel,Windows,89137.44,1073.95
Lenovo,Notebook,15.6,12.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i7,1.8,Intel,Windows,32447.52,390.93
Asus,Gaming,17.3,8.0,2.73,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,1,0,Intel,Core i5,2.5,Nvidia,Windows,94305.6,1136.21
Asus,2 in 1 Convertible,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,1,0,0,Intel,Core i5,2.5,Intel,Windows,39373.92,474.38
Lenovo,Notebook,15.6,12.0,2.2,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,AMD,Other,3.6,AMD,Windows,50562.72,609.19
Dell,2 in 1 Convertible,11.6,4.0,1.39,128.0,0.0,128.0,1,1366,768,135.0942111925629,1,0,0,Intel,Other,1.0,Intel,Windows,32127.84,387.08
Samsung,Notebook,15.6,16.0,2.5,128.0,1000.0,1128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,90522.72,1090.64
Lenovo,Notebook,17.3,4.0,2.8,0.0,500.0,500.0,0,1920,1080,127.33567457123111,0,0,0,Intel,Core i3,2.0,Intel,No OS,28185.12,339.58
Lenovo,Notebook,15.6,8.0,2.29,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.3,Intel,Windows,24455.52,294.64
Lenovo,2 in 1 Convertible,13.3,8.0,1.37,512.0,0.0,512.0,1,1920,1080,165.6321180513006,1,1,0,Intel,Core i7,2.7,Intel,Windows,107892.0,1299.9
Lenovo,Notebook,14.0,8.0,1.7,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,1,0,Intel,Core i5,2.5,Intel,Windows,78534.72,946.2
Dell,2 in 1 Convertible,12.5,8.0,1.34,256.0,0.0,256.0,1,1920,1080,176.23257360658386,1,0,0,Intel,Core i5,2.5,Intel,Windows,88977.59999999999,1072.02
Dell,Workstation,15.6,8.0,2.06,256.0,0.0,256.0,1,1920,1080,141.21199808219862,1,0,0,Intel,Core i7,2.8,Nvidia,Windows,93932.64,1131.72
HP,Notebook,15.6,8.0,1.84,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Intel,Windows,64948.32,782.51
HP,Notebook,15.6,4.0,2.1,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.4,Intel,Windows,35616.6144,429.12
Acer,Notebook,14.0,4.0,1.6,0.0,0.0,32.0,0,1920,1080,157.3505121487356,0,0,0,Intel,Celeron,1.1,Intel,Windows,17529.12,211.19
MSI,Gaming,17.3,16.0,4.14,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,117162.72,1411.6
Dell,Notebook,15.6,4.0,2.18,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,AMD,Linux/Other,24775.2,298.5
MSI,Gaming,15.6,16.0,1.8,256.0,2000.0,2256.0,1,3840,2160,282.42399616439724,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,122490.72,1475.79
Toshiba,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1920,1080,141.21199808219862,0,1,0,Intel,Core i7,2.5,Intel,Windows,74538.72,898.06
Lenovo,Notebook,15.6,6.0,2.4,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,Windows,30049.92,362.05
Lenovo,2 in 1 Convertible,15.6,8.0,2.0,256.0,0.0,256.0,1,1920,1080,141.21199808219862,1,1,0,Intel,Core i7,2.8,Intel,Windows,69210.72,833.86
Acer,Notebook,14.0,4.0,1.6,0.0,0.0,128.0,0,1366,768,111.93520355955211,0,0,0,Intel,Pentium,1.6,Intel,Windows,18594.72,224.03
Lenovo,Notebook,15.6,32.0,2.5,1000.0,0.0,1000.0,1,3840,2160,282.42399616439724,0,1,0,Intel,Xeon,3.1,Nvidia,Windows,261018.72,3144.8
Dell,Gaming,15.6,16.0,2.59,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.6,Nvidia,Windows,46833.6528,564.26
Dell,Notebook,15.6,4.0,2.18,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Linux/Other,23650.992,284.95
Dell,Notebook,15.6,4.0,2.25,0.0,1000.0,1000.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i3,2.0,Intel,Linux/Other,19127.52,230.45
Dell,Notebook,15.6,4.0,1.93,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.6,Intel,Linux/Other,46300.32,557.84
Asus,Gaming,17.3,8.0,3.0,128.0,1000.0,1128.0,1,1920,1080,127.33567457123111,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,62231.04,749.77
Dell,Notebook,15.6,4.0,2.18,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,AMD,Linux/Other,30316.32,365.26
HP,Ultrabook,15.6,8.0,1.84,512.0,0.0,512.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Intel,Windows,74005.92,891.64
MSI,Gaming,15.6,16.0,2.94,256.0,1000.0,1256.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.8,Nvidia,Windows,120831.5808,1455.8
Acer,2 in 1 Convertible,11.6,4.0,1.25,0.0,0.0,32.0,0,1366,768,135.0942111925629,1,1,0,Intel,Celeron,1.6,Intel,Linux/Other,20193.12,243.29
HP,Notebook,14.0,8.0,2.31,256.0,0.0,256.0,1,1366,768,111.93520355955211,0,0,0,Intel,Core i5,2.6,Intel,Windows,59886.72,721.53
Lenovo,Notebook,14.0,8.0,1.65,256.0,0.0,256.0,1,1920,1080,157.3505121487356,0,0,0,Intel,Core i5,2.3,Intel,Windows,78055.2,940.42
Dell,Notebook,15.6,4.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,1.6,AMD,Windows,41345.28,498.14
Fujitsu,Notebook,15.6,8.0,2.2,256.0,0.0,256.0,1,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.5,Intel,Windows,42570.72,512.9
HP,Notebook,15.6,4.0,1.88,0.0,500.0,500.0,0,1366,768,100.45466986113651,0,0,0,Intel,Core i5,2.3,Intel,Windows,49656.96,598.28
Lenovo,Notebook,15.6,8.0,2.2,0.0,1000.0,1000.0,0,1920,1080,141.21199808219862,0,0,0,Intel,Core i7,2.7,Nvidia,Windows,47898.72,577.09
Mediacom,Notebook,14.0,2.0,1.4,0.0,0.0,32.0,0,1920,1080,157.3505121487356,0,0,0,Intel,Atom,1.44,Intel,Windows,12733.92,153.42
Lenovo,Notebook,15.6,4.0,2.2,128.0,0.0,128.0,1,1920,1080,141.21199808219862,0,0,0,Intel,Core i5,2.5,Intel,No OS,24935.04,300.42
